ds,yhat,yhat_lower,yhat_upper
2017-01-03 18:00:00,37439.9623142243,33351.820886739006,41338.56351386232
2017-01-03 19:00:00,40887.68499801369,36729.997346042226,44991.89993984205
2017-01-03 20:00:00,42620.14209218469,38783.34881195409,46498.7517074123
2017-01-03 21:00:00,41468.90398898669,37771.003924722914,45347.248361861166
2017-01-03 22:00:00,37727.167121285034,33869.77130168768,41468.97689212375
2017-01-03 23:00:00,32948.91552563988,29215.19436015737,37049.895272472015
2017-01-04 00:00:00,28891.204775020604,25000.025264114338,32861.086323447
2017-01-04 01:00:00,26420.401278151174,22594.801654903236,30356.829207429768
2017-01-04 02:00:00,25204.9678120529,21204.144065296077,29023.309605857703
2017-01-04 03:00:00,24336.285868195213,20438.585178912803,27855.902696358276
2017-01-04 04:00:00,23263.174937316697,19529.754750397962,27198.393214267235
2017-01-04 05:00:00,22246.19228997888,18382.214646243352,26421.80044708743
2017-01-04 06:00:00,22039.824059666338,17921.92857425305,26313.148914433834
2017-01-04 07:00:00,23191.06604536046,19195.976184312804,27059.658187752888
2017-01-04 08:00:00,25590.789944814074,21660.911903107484,29562.272238014113
2017-01-04 09:00:00,28577.294529201958,24720.932240393646,32318.537018112733
2017-01-04 10:00:00,31367.982037985792,27324.135920867353,35160.373610240174
2017-01-04 11:00:00,33397.008917373496,29370.771738387204,37393.139918214765
2017-01-04 12:00:00,34383.08909548079,30744.8107283848,38457.430791416686
2017-01-04 13:00:00,34296.88828399062,30316.041528990518,38070.587477941226
2017-01-04 14:00:00,33438.04434406081,29490.82960021939,37214.557886348935
2017-01-04 15:00:00,32547.796963583565,28527.393927536385,36283.076306550625
2017-01-04 16:00:00,32650.016908081296,28493.334576005927,36700.20986026334
2017-01-04 17:00:00,34475.93013024,30386.93133847869,38402.223059115415
2017-01-04 18:00:00,37791.051219400724,33917.93927006523,41747.92455646649
2017-01-04 19:00:00,41226.35701773424,37057.89284718863,45055.440583143805
2017-01-04 20:00:00,42941.30292352922,39020.24288888682,46642.74206477786
2017-01-04 21:00:00,41767.63180204517,37766.61405679114,45513.73641948875
2017-01-04 22:00:00,37998.78378608889,34191.48134351198,41966.66414572462
2017-01-04 23:00:00,33189.05455721557,29515.08053148549,37139.3846106205
2017-01-05 00:00:00,29095.8750812687,25067.35657003671,32697.51752669144
2017-01-05 01:00:00,26586.045845458168,22765.620454864496,30458.19505788136
2017-01-05 02:00:00,25328.51653567153,21616.859407271626,29552.362935312354
2017-01-05 03:00:00,24415.201808151698,20532.889729382303,28066.788188862
2017-01-05 04:00:00,23295.49336557081,19259.395196608624,26975.86112796701
2017-01-05 05:00:00,22230.551990887652,18564.09643380398,25998.724468215052
2017-01-05 06:00:00,21975.490446289376,17985.830114428223,25990.010336960557
2017-01-05 07:00:00,23077.945761491024,18777.91188757944,27069.63531926022
2017-01-05 08:00:00,25429.436732387097,21162.920847366255,29130.085233522324
2017-01-05 09:00:00,28368.906258783078,24342.78271269626,32470.35657579476
2017-01-05 10:00:00,31114.38891159556,27050.418104531196,35032.03490970131
2017-01-05 11:00:00,33100.652972184515,29009.439474134455,36868.87794601209
2017-01-05 12:00:00,34046.99524956286,30075.791183764602,37998.7668737578
2017-01-05 13:00:00,33924.6272773623,30154.93789087291,38104.29468585668
2017-01-05 14:00:00,33033.68803535791,29294.12113149036,37090.159763693
2017-01-05 15:00:00,32115.866543803408,28081.152235938876,36208.31982339059
2017-01-05 16:00:00,32195.424687427127,28641.05250588151,36078.45787768284
2017-01-05 17:00:00,34003.91563979959,29758.04391383742,37828.23775079409
2017-01-05 18:00:00,37307.112446786065,33659.62288431218,41035.32385248731
2017-01-05 19:00:00,40736.17765990125,36838.390954229,44460.20428908863
2017-01-05 20:00:00,42450.676598950806,38540.3065210118,46552.61541172921
2017-01-05 21:00:00,41282.384202373105,37450.829084955025,45239.64995748474
2017-01-05 22:00:00,37524.69378256835,33525.315911245954,41450.29126015197
2017-01-05 23:00:00,32731.775291941194,28920.18555667285,36897.71058914818
2017-01-06 00:00:00,28660.856077228396,24671.57514172801,32733.311294108895
2017-01-06 01:00:00,26178.45716480733,22592.50764715728,29893.325515250468
2017-01-06 02:00:00,24953.175987568284,20880.6332676277,28821.659851768076
2017-01-06 03:00:00,24076.506175824477,20235.05897416354,27975.903252463337
2017-01-06 04:00:00,22997.35457539677,18913.08773680133,26749.556821857397
2017-01-06 05:00:00,21976.3390850215,17921.549605074346,25943.375974325045
2017-01-06 06:00:00,21767.978150252817,17972.79049091033,25738.640180772818
2017-01-06 07:00:00,22919.270357625814,18730.833311385402,26794.530119316438
2017-01-06 08:00:00,25321.059860023866,21570.515890069713,29441.35920133741
2017-01-06 09:00:00,28311.587161590698,24412.598324426108,32234.457601130103
2017-01-06 10:00:00,31108.165551200953,27274.129458309613,35154.937861270795
2017-01-06 11:00:00,33144.83231065258,29196.246600421597,37264.85288945308
2017-01-06 12:00:00,34140.152892581464,30456.40389479626,37887.66522961853
2017-01-06 13:00:00,34064.616550736966,30046.253775559053,38234.84121603635
2017-01-06 14:00:00,33217.658445879504,28938.231480035225,37145.07657123511
2017-01-06 15:00:00,32340.291459714725,28051.225151532082,35955.48966317261
2017-01-06 16:00:00,32456.137952746507,28514.962797755015,36380.58881599934
2017-01-06 17:00:00,34296.15672631073,30271.66564907449,38399.72366132722
2017-01-06 18:00:00,37625.57963378771,33608.105717618666,41647.183049022475
2017-01-06 19:00:00,41075.08863135232,37264.64897410678,45240.320898062295
2017-01-06 20:00:00,42803.83574967459,39006.96468489998,46775.363402585484
2017-01-06 21:00:00,41643.255857646465,37828.285110292694,45241.207316331514
2017-01-06 22:00:00,37886.48045765433,34004.548775379284,41732.80864303587
2017-01-06 23:00:00,33087.50004957499,28887.072211333325,37017.93729490732
2017-01-07 00:00:00,29003.447988295706,25232.16750716833,32865.409972684254
2017-01-07 01:00:00,26500.838829296576,22415.487641072712,30187.84382170514
2017-01-07 02:00:00,25248.352046782944,21216.46366371157,29148.581411131305
2017-01-07 03:00:00,24337.651726649543,20130.90052952838,28328.308503758963
2017-01-07 04:00:00,23217.90239508509,19412.906182439223,27104.611985117153
2017-01-07 05:00:00,22150.064582824656,18217.72994027186,26062.990850118513
2017-01-07 06:00:00,21889.08098796876,18182.86502571514,26165.478478822584
2017-01-07 07:00:00,22982.451716147894,18831.476472466606,26800.961754437263
2017-01-07 08:00:00,25321.59437745295,21282.940796095627,29181.494469793357
2017-01-07 09:00:00,28245.38863284618,24211.845449596458,32300.580491848847
2017-01-07 10:00:00,30971.845547369958,26785.650119461516,34558.15990039066
2017-01-07 11:00:00,32935.750966531145,28764.505531251387,36785.05181682933
2017-01-07 12:00:00,33856.4611965247,29877.046650341916,38008.53273376724
2017-01-07 13:00:00,33705.28957827628,29990.20005268754,37504.98397925553
2017-01-07 14:00:00,32782.51908495597,28989.897551042824,36888.68660887245
2017-01-07 15:00:00,31830.024289377405,27638.23095793988,35724.112804176
2017-01-07 16:00:00,31872.29305820819,27695.29620114136,35752.103234296475
2017-01-07 17:00:00,33641.14335343635,29599.023496167487,37592.70339586112
2017-01-07 18:00:00,36902.64970931841,33008.87275649723,40678.02026698764
2017-01-07 19:00:00,40288.31030203943,36488.24077974886,44344.685725967334
2017-01-07 20:00:00,41958.05720900495,37972.10068445452,46011.2375489409
2017-01-07 21:00:00,40744.05985352061,36815.6471698022,44678.34878046782
2017-01-07 22:00:00,36940.12998569474,32850.27581307364,40938.33852031105
2017-01-07 23:00:00,32100.875843427963,28105.340133305657,36056.843517886686
2017-01-08 00:00:00,27983.978523919508,23646.596253018273,31825.557769321957
2017-01-08 01:00:00,25456.423644532457,21625.474965107253,29496.996635989788
2017-01-08 02:00:00,24187.279268018705,20060.827266315122,28211.82555466391
2017-01-08 03:00:00,23268.510761470585,19077.24152500227,27231.273243519754
2017-01-08 04:00:00,22149.492808978546,18406.005846453743,26096.66097562391
2017-01-08 05:00:00,21091.302229647292,17091.577898747266,24896.19871048284
2017-01-08 06:00:00,20848.902494169393,17066.009225982132,24665.622955560862
2017-01-08 07:00:00,21969.718442147947,17885.199176389553,25808.92201491042
2017-01-08 08:00:00,24344.996986459926,20382.565387481238,28201.34129513391
2017-01-08 09:00:00,27313.35339078123,23328.46852541627,31389.852549260686
2017-01-08 10:00:00,30092.443458113896,25892.099901319925,34167.59852982745
2017-01-08 11:00:00,32116.610811131995,28441.94880757889,36161.73540031902
2017-01-08 12:00:00,33104.68750165485,29077.962253080033,37028.402324981806
2017-01-08 13:00:00,33027.38647663229,28983.9138478915,37033.730663883405
2017-01-08 14:00:00,32184.320961575366,28115.23675283381,36206.188583316936
2017-01-08 15:00:00,31316.634024434486,27074.34628411719,35317.43961166649
2017-01-08 16:00:00,31448.028587839402,27786.018941973187,35602.1665106277
2017-01-08 17:00:00,33309.49316519991,29201.527660283995,37414.9065830855
2017-01-08 18:00:00,36666.23778647314,32876.91958255436,40534.540935531484
2017-01-08 19:00:00,40148.8709105274,36452.71884657598,44037.78993863621
2017-01-08 20:00:00,41916.41980894007,37959.94860954601,46018.58128335713
2017-01-08 21:00:00,40800.14428902034,36899.02789248243,44576.08742478705
2017-01-08 22:00:00,37092.95198485026,33199.934443080296,40650.34038722049
2017-01-08 23:00:00,32348.56273950128,28727.993412721386,36380.218350905976
2017-01-09 00:00:00,28323.794977550693,24343.499840496006,32300.429898718583
2017-01-09 01:00:00,25884.8070377755,22181.98631667603,29828.71352727078
2017-01-09 02:00:00,24699.884314923267,20890.536493389624,28474.6199589359
2017-01-09 03:00:00,23860.26277599148,19953.703894173887,27908.01260054962
2017-01-09 04:00:00,22814.64896546229,19086.848224031677,26502.312892411606
2017-01-09 05:00:00,21823.5200574124,17884.51069868301,25675.17638201388
2017-01-09 06:00:00,21641.31476152074,17790.806080696606,25489.203900435492
2017-01-09 07:00:00,22815.013511396457,19030.499723522313,26917.081181855236
2017-01-09 08:00:00,25235.50365707832,21066.63136399059,29318.99031767807
2017-01-09 09:00:00,28241.129197140977,24225.123527664105,32005.441279904
2017-01-09 10:00:00,31049.36535101499,27082.92216672609,35132.29506367202
2017-01-09 11:00:00,33094.46712630245,28774.673711457108,36942.54197635864
2017-01-09 12:00:00,34095.27010492903,30417.93023890265,38306.79763541823
2017-01-09 13:00:00,34022.581983046046,30043.331840548344,37633.053665432984
2017-01-09 14:00:00,33176.19993581211,29009.9982975623,36864.91741355338
2017-01-09 15:00:00,32297.537102471302,28588.216026347458,36149.30562699559
2017-01-09 16:00:00,32410.648501096308,28459.94660554828,36506.02430123196
2017-01-09 17:00:00,34246.95170305892,30396.57490471922,37933.497611998406
2017-01-09 18:00:00,37572.15680026561,33680.465690892815,41411.791840692196
2017-01-09 19:00:00,41017.43653739028,37277.034263449554,44722.33155003911
2017-01-09 20:00:00,42742.43918514551,39183.41757246507,46632.94696407074
2017-01-09 21:00:00,41579.09411341908,37646.39883148252,45584.01824538751
2017-01-09 22:00:00,37821.01840176319,33971.59075752135,41616.254819020236
2017-01-09 23:00:00,33022.672116756985,29089.55338284606,36930.71302514243
2017-01-10 00:00:00,28941.635272214393,24963.230929758407,32950.154833318695
2017-01-10 01:00:00,26444.83955995203,22446.558700889236,30195.15645859484
2017-01-10 02:00:00,25201.345820278373,21231.50108700938,29271.900381499636
2017-01-10 03:00:00,24303.15793853259,20476.71890061653,28373.035956568194
2017-01-10 04:00:00,23199.73340203125,19140.44460007464,27018.335201002097
2017-01-10 05:00:00,22152.27419205672,18138.265870893192,26243.382668157774
2017-01-10 06:00:00,21915.908931188736,17816.10549231749,25699.553785504842
2017-01-10 07:00:00,23038.26482331488,19116.584403310906,26933.672747042754
2017-01-10 08:00:00,25410.825206194368,21953.3107927508,29667.413773631135
2017-01-10 09:00:00,28372.472349793392,24622.987162760026,32556.709754783966
2017-01-10 10:00:00,31141.15587862574,26925.08275831084,34841.80273468992
2017-01-10 11:00:00,33151.53605111689,29377.092796116995,37453.24543657776
2017-01-10 12:00:00,34122.7801822357,30413.327783340646,37831.559517012865
2017-01-10 13:00:00,34025.95079050286,30155.353345077176,37814.71876512782
2017-01-10 14:00:00,33161.02058352596,29310.437614723392,36977.988527172834
2017-01-10 15:00:00,32269.497600424656,28425.769569959462,36294.202448400436
2017-01-10 16:00:00,32375.450831329294,28697.024967181533,36219.386239480285
2017-01-10 17:00:00,34210.231645786545,30244.012414579964,38042.352854588156
2017-01-10 18:00:00,37539.40554412385,33541.72134482884,41297.461017793525
2017-01-10 19:00:00,40993.92508092112,37192.820604478795,44947.77021701496
2017-01-10 20:00:00,42733.14649172797,38831.90671502977,46761.69740491594
2017-01-10 21:00:00,41588.63993118528,37459.522599939686,45417.72483632572
2017-01-10 22:00:00,37853.60159738669,33862.835404837715,42007.31611608452
2017-01-10 23:00:00,33082.015293621305,29338.515388397784,36946.201537758636
2017-01-11 00:00:00,29030.93636135565,25176.206264674238,33124.3699980542
2017-01-11 01:00:00,26566.73097963925,22426.296087018804,30351.744358097643
2017-01-11 02:00:00,25357.86169756241,21460.04548538562,29225.92624720672
2017-01-11 03:00:00,24495.70978054194,20468.54142692504,28461.383126054952
2017-01-11 04:00:00,23429.09449509032,19340.917944988993,27096.99547723296
2017-01-11 05:00:00,22418.57288948445,18480.38042730421,26327.86762902367
2017-01-11 06:00:00,22218.63087638589,18494.343787706617,26005.82347755761
2017-01-11 07:00:00,23376.264036446537,19347.744908847475,27119.914354778215
2017-01-11 08:00:00,25782.343850240897,22055.3796160934,29673.968465787886
2017-01-11 09:00:00,28775.16887421082,24897.034483008483,32777.361550947295
2017-01-11 10:00:00,31572.141134645906,27560.69712313208,35878.08777734976
2017-01-11 11:00:00,33607.41686656005,29452.02732152491,37807.21172264789
2017-01-11 12:00:00,34599.70978879767,30570.746836101665,38191.24880850541
2017-01-11 13:00:00,34519.685405647055,30522.47256082723,38497.39868330416
2017-01-11 14:00:00,33666.98137283571,29635.99962210886,37574.33109450618
2017-01-11 15:00:00,32782.83717471383,28553.303334332577,36503.46995021596
2017-01-11 16:00:00,32891.12337518301,29031.873916136432,37027.28264105129
2017-01-11 17:00:00,34723.06572714196,30626.127001199075,38831.704969861246
2017-01-11 18:00:00,38044.17862248724,34262.93567532324,42108.71622809764
2017-01-11 19:00:00,41485.438707232155,37215.348032102906,45314.18942446106
2017-01-11 20:00:00,43206.30118620207,39178.72889725585,47078.44877543889
2017-01-11 21:00:00,42038.50873263992,38203.92669190595,46013.345349061965
2017-01-11 22:00:00,38275.5012895501,34423.37317419195,42069.52471891359
2017-01-11 23:00:00,33471.57435064402,29639.255812458257,37512.65039110374
2017-01-12 00:00:00,29384.15869606603,25274.097404840664,33371.56881864135
2017-01-12 01:00:00,26880.05462858569,22923.46424810705,30599.41231961622
2017-01-12 02:00:00,25628.211652630365,21856.722976146804,29878.13142290464
2017-01-12 03:00:00,24720.54424478861,20733.865207861752,28498.863765994312
2017-01-12 04:00:00,23606.443929531335,19810.940775984673,27510.92315611636
2017-01-12 05:00:00,22547.071314165943,18477.866755122595,26245.814601659586
2017-01-12 06:00:00,22297.538987128457,18046.05331594556,26356.616201276604
2017-01-12 07:00:00,23405.483806418273,19686.627821824302,27494.957184004597
2017-01-12 08:00:00,25762.42439825088,21957.206902050122,29304.866822840046
2017-01-12 09:00:00,28707.30349470797,24964.0055881876,32431.589315429195
2017-01-12 10:00:00,31458.15550142963,27587.131116772693,35560.66440481974
2017-01-12 11:00:00,33449.748535997984,29351.215210393137,37610.19150131404
2017-01-12 12:00:00,34401.37924612649,30521.691557304468,38429.52758467
2017-01-12 13:00:00,34284.25900613124,30203.151936664133,38177.66104768164
2017-01-12 14:00:00,33398.52663869048,29457.33271414418,37149.910019072515
2017-01-12 15:00:00,32485.87100852453,28413.08209170175,36482.80084309986
2017-01-12 16:00:00,32570.553848071162,28643.674100944452,36506.11454270763
2017-01-12 17:00:00,34384.12817944902,30189.02993926306,38148.14404417051
2017-01-12 18:00:00,37692.36689964601,33994.57562834669,41580.91163316801
2017-01-12 19:00:00,41126.43241345487,36989.46250474912,45159.3119408189
2017-01-12 20:00:00,42845.88989608686,38735.62256551957,46538.680884633584
2017-01-12 21:00:00,41682.514143620174,37816.18593283061,45635.07029668757
2017-01-12 22:00:00,37929.69832783356,33984.39465695556,42042.596586257256
2017-01-12 23:00:00,33141.612263224924,29004.70958020633,37399.20547068084
2017-01-13 00:00:00,29075.4831603566,24979.337958397362,32827.27963760551
2017-01-13 01:00:00,26597.831911663627,22779.472478138676,30570.862711331945
2017-01-13 02:00:00,25377.25581811678,21498.197682935912,29502.32915526762
2017-01-13 03:00:00,24505.248380794947,20590.100922523212,28712.979779670197
2017-01-13 04:00:00,23430.716317688122,19577.621146325928,27415.628020400167
2017-01-13 05:00:00,22414.27740242303,18617.749077288783,26300.799784306342
2017-01-13 06:00:00,22210.44995726941,18078.752931239214,26043.142493731906
2017-01-13 07:00:00,23366.232447996885,19446.656402276934,27296.481117714975
2017-01-13 08:00:00,25772.468908634306,21849.977307058307,29616.078903804955
2017-01-13 09:00:00,28767.39972661004,24855.885076346975,32811.380926091064
2017-01-13 10:00:00,31568.338076675907,27343.187464045663,35272.91944852061
2017-01-13 11:00:00,33609.321128091135,29703.443025667664,37906.35626035877
2017-01-13 12:00:00,34608.91422356876,30704.250480577164,38560.79027865803
2017-01-13 13:00:00,34537.60650902949,30673.721846081364,38531.37765920052
2017-01-13 14:00:00,33694.833039732206,29671.588003167144,37712.13508443131
2017-01-13 15:00:00,32821.606593565986,28551.503292646543,36518.541960984556
2017-01-13 16:00:00,32941.54943010821,28846.320482408766,36802.97426315262
2017-01-13 17:00:00,34785.620251719614,30979.4001816236,38633.53358683983
2017-01-13 18:00:00,38119.05081474535,34095.58733467025,42128.90584440869
2017-01-13 19:00:00,41572.522980816255,37575.613506171016,45470.963194392134
2017-01-13 20:00:00,43305.18868821995,39524.96643948727,47318.3429923505
2017-01-13 21:00:00,42148.482715797705,37978.40233167625,46202.50523397369
2017-01-13 22:00:00,38395.53647771624,34331.413509116624,42298.128919153736
2017-01-13 23:00:00,33600.34038842795,29584.798486812557,37428.13344959094
2017-01-14 00:00:00,29520.027719220205,25537.64673126978,33513.64126496553
2017-01-14 01:00:00,27021.112944286786,22937.086958556825,30973.181159729822
2017-01-14 02:00:00,25772.27545865164,21990.41712867235,29814.60301407664
2017-01-14 03:00:00,24865.179271788496,20681.764684617017,28814.65656769357
2017-01-14 04:00:00,23748.988834948887,19881.393464625453,27665.83043174328
2017-01-14 05:00:00,22684.664606650556,18833.821758434682,26734.819997151968
2017-01-14 06:00:00,22427.149214946636,18449.681278822147,26366.767918818095
2017-01-14 07:00:00,23523.942697605256,19359.139631605514,27311.616937154093
2017-01-14 08:00:00,25866.462599092752,22211.55541043047,29791.78007884244
2017-01-14 09:00:00,28793.588516893375,25005.931143040045,32961.22897723621
2017-01-14 10:00:00,31523.33145519939,27674.081881968155,35421.05830766157
2017-01-14 11:00:00,33490.47720034246,29509.489080800475,37688.7308909556
2017-01-14 12:00:00,34414.38200198671,30592.06428307735,38315.01602195063
2017-01-14 13:00:00,34266.35914668426,30455.795216530183,38143.68050664435
2017-01-14 14:00:00,33346.69155561311,29163.278527318995,37167.01393843567
2017-01-14 15:00:00,32397.2537513017,28364.14392820039,36203.677122140325
2017-01-14 16:00:00,32442.533553156773,28735.97171466581,36131.3859479584
2017-01-14 17:00:00,34214.34887747419,30301.607386514264,38353.325906913706
2017-01-14 18:00:00,37478.77421584545,33533.35743293143,41355.050077047104
2017-01-14 19:00:00,40867.30770304382,36854.841199729344,44571.89041919692
2017-01-14 20:00:00,42539.88137801016,38677.173534449634,46448.48480731268
2017-01-14 21:00:00,41328.66462784811,37665.88513755125,45177.675910468104
2017-01-14 22:00:00,37527.4691680188,33421.19277842576,41302.28424407138
2017-01-14 23:00:00,32690.90320514842,28564.22827057276,36479.89940843429
2017-01-15 00:00:00,28576.647806350662,24806.878057460726,32586.0994988958
2017-01-15 01:00:00,26051.68856190792,22186.425304512864,29936.32247726303
2017-01-15 02:00:00,24785.09350910229,20962.75644554709,28879.117617077565
2017-01-15 03:00:00,23868.827992345075,20158.113515288514,27807.352077766984
2017-01-15 04:00:00,22752.2666750118,18906.078610802488,26699.200784408167
2017-01-15 05:00:00,21696.486357820213,17558.445402139245,25670.943178204026
2017-01-15 06:00:00,21456.450495449997,17549.023340515618,25537.12129502014
2017-01-15 07:00:00,22579.58391320399,18642.868643727885,26624.11290605262
2017-01-15 08:00:00,24957.133512668424,21076.956517680002,28609.8474831965
2017-01-15 09:00:00,27927.714547947646,23979.666639971994,31858.561684344433
2017-01-15 10:00:00,30708.982814844112,26906.740409653143,34707.66725750806
2017-01-15 11:00:00,32735.28193099487,28908.608457626884,36660.30126188168
2017-01-15 12:00:00,33725.44394577392,29832.33001350695,37396.45082876409
2017-01-15 13:00:00,33650.18180551187,29483.931444547434,37646.302714207624
2017-01-15 14:00:00,32809.108737290866,28933.720193288966,36609.234612740154
2017-01-15 15:00:00,31943.367813348013,28298.72685769811,35730.324267080236
2017-01-15 16:00:00,32076.66196243314,28248.357725921327,36164.34247546559
2017-01-15 17:00:00,33939.979706390615,30086.926940392015,37814.99547707785
2017-01-15 18:00:00,37298.53108570544,33380.20501461539,40954.57673846774
2017-01-15 19:00:00,40782.924572531134,37076.85636154342,44949.85733626725
2017-01-15 20:00:00,42552.1874531771,38743.50045830584,46802.26943029171
2017-01-15 21:00:00,41437.579552445255,37500.31431928316,45463.566446154706
2017-01-15 22:00:00,37732.00852398965,33859.32417358561,41705.1783922519
2017-01-15 23:00:00,32989.1942327384,29374.193327443547,37117.83997991817
2017-01-16 00:00:00,28965.955126993606,25003.911761385923,32951.55023515295
2017-01-16 01:00:00,26528.449571844765,22400.56247731021,30344.22952962523
2017-01-16 02:00:00,25344.96299064612,21500.81517944221,29339.043645916794
2017-01-16 03:00:00,24506.731380633766,20621.216511538714,28262.208896243894
2017-01-16 04:00:00,23462.461319229347,19861.473895751926,27767.918959497296
2017-01-16 05:00:00,22472.63001549452,18782.859674147483,26420.117360533575
2017-01-16 06:00:00,22291.676216428805,18361.8119143313,26164.363111973365
2017-01-16 07:00:00,23466.580394596844,19696.302885774076,27390.341592413202
2017-01-16 08:00:00,25888.229941975726,21848.50696712278,29607.596281009664
2017-01-16 09:00:00,28894.968900711097,24747.520883402976,32773.132866930864
2017-01-16 10:00:00,31704.272536116096,27638.395517132703,35482.47865532153
2017-01-16 11:00:00,33750.39590377532,29871.58863819306,37676.23396947285
2017-01-16 12:00:00,34752.174636109834,30752.354853653014,38568.75404616105
2017-01-16 13:00:00,34680.41648152856,30895.260872758154,38611.70823611595
2017-01-16 14:00:00,33834.91866955142,29807.65591736297,37941.16936290455
2017-01-16 15:00:00,32957.09439643203,29134.50472947937,36822.06893016371
2017-01-16 16:00:00,33070.99873900043,28910.978807260966,36925.90742775808
